dt,Цена на арматуру,CHMF_price,CHMF_volume,MAGN_price,MAGN_volume,NLMK_price,NLMK_volume,Ключевая ставка,Курс $,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Цена на бензин,Цена на дт
2020-11-02,39500,8.0,925500.0,3780.0,-5640000.0,3.0999999999999943,7040000.0,0.0,0.0,0.0,1.0,115.0,58.0,49.0,-3.0,0.0,0.0,-1.0,2.0,2.0,0.0,2.0,0.0,216.0,-3.0,0.0,0.0,36.0,0.0,0.0,0.0,6150.0,0.0,-1.0,0.0,0.0,152.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6210.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2020-11-09,39500,7.2000000000000455,1590000.0,3919.0,23030000.0,2.3799999999999955,7740000.0,0.0,0.0,0.0,4.0,302.0,349.0,445.0,2.0,2.5,50.0,3.0,5.0,2.0,7.0,5.0,0.0,287.0,2.0,0.0,0.0,428.0,0.0,11.0,55.0,6650.0,750.0,4.0,0.0,2.5,347.0,0.0,4.0,0.0,0.0,3.5,7.5,0.0,6210.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2020-11-16,39500,23.0,1310000.0,4300.0,15410000.0,4.860000000000014,10060000.0,0.0,0.0,0.0,12.0,74.0,285.0,321.0,5.0,12.5,0.0,4.0,14.0,14.0,15.0,17.0,0.0,87.0,5.0,0.0,0.0,252.0,0.0,9.0,0.0,6650.0,0.0,1.0,0.0,2.5,88.0,0.0,14.0,0.0,0.0,14.0,16.0,0.0,6210.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2020-11-23,39500,7.799999999999954,840550.0,4192.0,2650000.0,-1.0,5160000.0,0.0,0.0,0.0,22.0,289.0,339.0,401.0,4.0,23.5,0.0,3.0,19.0,20.0,20.0,10.0,0.0,215.0,4.0,0.0,0.0,394.0,0.0,26.0,0.0,6650.0,0.0,-2.0,0.0,10.0,316.0,0.0,20.0,0.0,0.0,37.5,19.0,0.0,6210.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,41500,7.799999999999954,840550.0,4192.0,2650000.0,-1.0,5160000.0,0.0,0.0,0.0,22.0,289.0,339.0,401.0,4.0,23.5,0.0,3.0,19.0,20.0,20.0,10.0,0.0,215.0,4.0,0.0,0.0,394.0,0.0,26.0,0.0,6650.0,0.0,-2.0,0.0,10.0,316.0,0.0,20.0,0.0,0.0,37.5,19.0,0.0,6210.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,42500,7.799999999999954,840550.0,4192.0,2650000.0,-1.0,5160000.0,0.0,0.0,0.0,22.0,289.0,339.0,401.0,4.0,23.5,0.0,3.0,19.0,20.0,20.0,10.0,0.0,215.0,4.0,0.0,0.0,394.0,0.0,26.0,0.0,6650.0,0.0,-2.0,0.0,10.0,316.0,0.0,20.0,0.0,0.0,37.5,19.0,0.0,6210.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,51000,7.799999999999954,840550.0,4192.0,2650000.0,-1.0,5160000.0,0.0,0.0,0.0,22.0,289.0,339.0,401.0,4.0,23.5,0.0,3.0,19.0,20.0,20.0,10.0,0.0,215.0,4.0,0.0,0.0,394.0,0.0,26.0,0.0,6650.0,0.0,-2.0,0.0,10.0,316.0,0.0,20.0,0.0,0.0,37.5,19.0,0.0,6210.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2020-12-21,58000,-11.599999999999907,1900000.0,5198.0,11640000.0,-2.9399999999999977,9870000.0,0.0,0.0,0.0,43.0,1543.0,953.0,1369.0,5.0,10.0,0.0,6.0,38.0,40.0,20.0,65.0,0.0,1548.0,5.0,0.0,0.0,1452.0,0.0,25.0,0.0,6635.0,0.0,1.0,0.0,30.0,1047.0,0.0,40.0,0.0,0.0,35.0,21.5,0.0,6382.0,0.0,57.0,95.0,0.0,0.0,0.0,0.0,0.0
2020-12-28,61000,11.0,1330000.0,5843.0,16310000.0,-3.960000000000008,10800000.0,0.0,0.0,0.0,27.0,1700.0,1499.0,2295.0,10.0,10.0,0.0,21.0,29.0,28.0,30.0,20.0,0.0,1640.0,10.0,0.0,0.0,2253.0,0.0,25.0,0.0,6635.0,0.0,3.0,0.0,20.0,1706.0,0.0,30.0,0.0,0.0,37.5,35.0,32.0,6236.0,-10.0,56.0,94.0,1.0,31.5,29.5,0.0,0.0
2021-01-04,61000,20.0,999390.0,5693.0,-18210000.0,5.359999999999985,7260000.0,0.0,0.0,0.0,8.0,1318.0,1141.0,1279.0,-7.0,12.5,0.0,-3.0,7.0,7.0,0.0,0.0,0.0,1517.0,-7.0,0.0,0.0,1407.0,0.0,0.0,0.0,6635.0,0.0,3.0,0.0,5.0,1774.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6236.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2021-01-11,61000,-18.0,1420000.0,5792.0,4620000.0,-6.0,12030000.0,0.0,0.0,200.0,5.0,399.0,207.0,605.0,7.0,22.5,300.0,9.0,3.0,3.0,15.0,5.0,200.0,379.0,7.0,1550.0,1800.0,332.0,600.0,15.0,585.0,8100.0,7775.0,2.0,1435.0,0.0,811.0,1500.0,3.0,690.0,250.0,17.5,5.0,0.0,6236.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2021-01-18,62000,3.0,1700000.0,5686.0,-9960000.0,-0.4600000000000079,5230000.0,0.0,0.0,0.0,-15.0,9.0,623.0,127.0,3.0,0.0,0.0,4.0,-12.0,-15.0,0.0,0.0,0.0,-113.0,3.0,0.0,0.0,163.0,0.0,0.0,0.0,8100.0,0.0,7.0,0.0,-10.0,-422.0,0.0,-15.0,0.0,0.0,0.0,-5.0,0.0,6236.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2021-01-25,62000,-7.400000000000091,1660000.0,5483.0,-18010000.0,-0.3000000000000113,6630000.0,0.0,0.0,0.0,-30.0,680.0,1284.0,281.0,-1.0,-10.0,0.0,2.0,-31.0,-25.0,-30.0,-25.0,0.0,830.0,-1.0,0.0,0.0,350.0,0.0,-30.0,0.0,8100.0,0.0,13.0,0.0,-20.0,438.0,0.0,-25.0,0.0,0.0,-32.5,-17.5,0.0,6236.0,0.0,56.0,94.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,59000,15.600000000000136,1250000.0,5359.0,-690000.0,1.2800000000000011,5080000.0,0.0,0.0,0.0,-30.0,-157.0,100.0,88.0,-7.0,-15.0,0.0,-4.0,-22.0,-23.0,-30.0,-38.0,0.0,316.0,-7.0,0.0,0.0,15.0,0.0,-20.0,0.0,8100.0,0.0,20.0,0.0,-15.0,263.0,0.0,-25.0,0.0,0.0,-20.0,-30.0,1227.0,7682.0,576.0,64.0,118.0,20.0,17.5,14.0,0.0,0.0
2021-02-08,55000,15.600000000000136,1250000.0,5359.0,-690000.0,1.2800000000000011,5080000.0,0.0,0.0,0.0,-30.0,-157.0,100.0,88.0,-7.0,-15.0,0.0,-4.0,-22.0,-23.0,-30.0,-38.0,0.0,316.0,-7.0,0.0,0.0,15.0,0.0,-20.0,0.0,8100.0,0.0,20.0,0.0,-15.0,263.0,0.0,-25.0,0.0,0.0,-20.0,-30.0,1227.0,7682.0,576.0,64.0,118.0,20.0,17.5,14.0,0.0,0.0
2021-02-15,51500,15.600000000000136,1250000.0,5359.0,-690000.0,1.2800000000000011,5080000.0,0.0,0.0,0.0,-30.0,-157.0,100.0,88.0,-7.0,-15.0,0.0,-4.0,-22.0,-23.0,-30.0,-38.0,0.0,316.0,-7.0,0.0,0.0,15.0,0.0,-20.0,0.0,8100.0,0.0,20.0,0.0,-15.0,263.0,0.0,-25.0,0.0,0.0,-20.0,-30.0,1227.0,7682.0,576.0,64.0,118.0,20.0,17.5,14.0,0.0,0.0
2021-02-22,48500,15.600000000000136,1250000.0,5359.0,-690000.0,1.2800000000000011,5080000.0,0.0,0.0,0.0,-30.0,-157.0,100.0,88.0,-7.0,-15.0,0.0,-4.0,-22.0,-23.0,-30.0,-38.0,0.0,316.0,-7.0,0.0,0.0,15.0,0.0,-20.0,0.0,8100.0,0.0,20.0,0.0,-15.0,263.0,0.0,-25.0,0.0,0.0,-20.0,-30.0,1227.0,7682.0,576.0,64.0,118.0,20.0,17.5,14.0,0.0,0.0
2021-03-01,48000,15.600000000000136,1250000.0,5359.0,-690000.0,1.2800000000000011,5080000.0,0.0,0.0,0.0,-30.0,-157.0,100.0,88.0,-7.0,-15.0,0.0,-4.0,-22.0,-23.0,-30.0,-38.0,0.0,316.0,-7.0,0.0,0.0,15.0,0.0,-20.0,0.0,8100.0,0.0,20.0,0.0,-15.0,263.0,0.0,-25.0,0.0,0.0,-20.0,-30.0,1227.0,7682.0,576.0,64.0,118.0,20.0,17.5,14.0,0.0,0.0
2021-03-08,49000,15.600000000000136,1250000.0,5359.0,-690000.0,1.2800000000000011,5080000.0,0.0,0.0,0.0,-30.0,-157.0,100.0,88.0,-7.0,-15.0,0.0,-4.0,-22.0,-23.0,-30.0,-38.0,0.0,316.0,-7.0,0.0,0.0,15.0,0.0,-20.0,0.0,8100.0,0.0,20.0,0.0,-15.0,263.0,0.0,-25.0,0.0,0.0,-20.0,-30.0,1227.0,7682.0,576.0,64.0,118.0,20.0,17.5,14.0,0.0,0.0
2021-03-15,50500,15.600000000000136,1250000.0,5359.0,-690000.0,1.2800000000000011,5080000.0,0.0,0.0,0.0,-30.0,-157.0,100.0,88.0,-7.0,-15.0,0.0,-4.0,-22.0,-23.0,-30.0,-38.0,0.0,316.0,-7.0,0.0,0.0,15.0,0.0,-20.0,0.0,8100.0,0.0,20.0,0.0,-15.0,263.0,0.0,-25.0,0.0,0.0,-20.0,-30.0,1227.0,7682.0,576.0,64.0,118.0,20.0,17.5,14.0,0.0,0.0
2021-03-22,50800,15.600000000000136,1250000.0,5359.0,-690000.0,1.2800000000000011,5080000.0,0.0,0.0,0.0,-30.0,-157.0,100.0,88.0,-7.0,-15.0,0.0,-4.0,-22.0,-23.0,-30.0,-38.0,0.0,316.0,-7.0,0.0,0.0,15.0,0.0,-20.0,0.0,8100.0,0.0,20.0,0.0,-15.0,263.0,0.0,-25.0,0.0,0.0,-20.0,-30.0,1227.0,7682.0,576.0,64.0,118.0,20.0,17.5,14.0,0.0,0.0
2021-03-29,51500,154.20000000000005,2360000.0,5762.0,22320000.0,18.25999999999999,9110000.0,0.25,0.4448000000000007,3200.0,2.0,-191.0,1593.0,153.0,-3.0,35.0,2250.0,-1.5,1.0,0.0,40.0,21.0,2275.0,-123.0,1.0,1600.0,8150.0,-77.0,2150.0,40.0,50.0,9425.0,-1500.0,-35.0,1690.0,57.5,586.0,1550.0,2.0,2070.0,1800.0,37.5,50.0,1945.0,9677.0,516.0,71.0,147.0,31.0,3.0,6.0,0.0,0.0
2021-04-05,53500,-20.40000000000009,767910.0,6009.0,12750000.0,-3.5999999999999943,5200000.0,0.0,0.0,350.0,11.0,579.0,352.0,342.0,7.0,1.0,550.0,11.0,7.0,10.0,-20.0,4.0,550.0,357.0,7.0,1050.0,2350.0,382.0,0.0,0.0,475.0,10375.0,6725.0,2.0,1250.0,0.0,479.0,0.0,11.0,430.0,750.0,-8.5,-1.5,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,54500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,58500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,60500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,62500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,63500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,67000,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-05-24,71900,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,71900,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-06-07,72500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-06-14,74000,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,74000,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-06-28,74000,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-07-05,74000,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,73500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,72500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-07-26,71500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-08-02,69500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-08-09,66000,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,65000,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-08-23,63500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-08-30,62000,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-09-06,59000,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-09-13,56500,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-09-20,55000,70.0,1590000.0,6479.0,7730000.0,9.580000000000013,13760000.0,0.0,0.0,0.0,5.0,144.0,213.0,-268.0,4.0,2.5,0.0,4.0,7.0,2.0,10.0,13.0,0.0,-52.0,4.0,0.0,0.0,-240.0,0.0,5.0,0.0,10375.0,0.0,0.0,0.0,2.5,107.0,0.0,3.0,0.0,0.0,18.5,-1.0,0.0,9677.0,0.0,71.0,147.0,0.0,0.0,0.0,0.0,0.0
2021-09-27,54000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-10-04,56800,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-10-11,59000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-10-18,64000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
