"dt","Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_Б26 легированный (Ni 9,3%), РФ CPT, руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","Чугун_FOB Бразилия Юг, $/т","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","Лом_3А, РФ FCA ж/д Кемеровская обл, руб./т, без НДС","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Чугун_CFR Западная Европа, $/т","Лом_3А, РФ FCA ж/д Челябинская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д ХМАО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Лом_3А, РФ FCA ж/д Самарская обл, руб./т, без НДС","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д Нижегородская обл, руб./т, без НДС","Чугун_CFR NOLA США, $/т","Лом_3А, РФ FCA ж/д Новосибирская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д Свердловская обл, руб./т, без НДС","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т"
"2019-10-28 00:00:00","6525","225","14262","14479","14252","87","306","5125","99","","","230","220","285","","248","5300","","","12908","","82","7850","","11525","13172","7600","285","","2475","4125","20750","150","5275","252.5","14573","7100","","","","250","317.5","","6605","5075","","309.5","","","305","5173","4040","2716","46","57","82","76","107.5"
"2019-11-04 00:00:00","6525","230","14426","12937","14110","85","309.5","5125","99","","","232","225","285","","258","5300","","","12181","","79","7850","","11525","12878","7600","290","","2475","4125","20750","144","5275","255","13581","7100","","","","255","325","","6605","5075","","312.5","","","309.5","5173","4040","2716","46","57","82","76","107.5"
"2019-11-11 00:00:00","6750","238","14709","13058","13839","82","316.5","5125","98","","","240","231","290","","265","5275","","","12469","","78","7850","","11525","12702","7600","298","","2460","3925","20750","134","5200","260","13494","7100","","","","260","327.5","","6605","5075","","315","","","312","5173","4040","2716","46","57","82","76","107.5"
"2019-11-18 00:00:00","6750","240","14477","12845","13893","82","315","5125","101","","","242","233","290","","270","5275","","","12563","","78","7850","","11525","12713","7600","302","","2460","3925","20750","135","5200","260","13513","7100","","","","261","330","","6605","5075","","319","","","312","5173","4040","2716","46","57","82","76","107.5"
"2019-11-25 00:00:00","6750","239","14627","12149","14167","86","322.5","5125","103.5","","","246","235","300","","275","5275","","","12840","","82","7850","","11525","13100","7600","305","","2460","3925","20750","133","5200","265","13559","7100","","","","262","332.5","","6605","5075","","322.5","","","320","5173","4040","2716","46","57","82","76","107.5"
"2019-12-02 00:00:00","6750","245","15019","12756","14373","88","327.5","5125","103.5","","","245","239","305","","275","5275","","","13215","","84","7850","","11525","13370","7600","306","","2460","3925","20750","135","5200","270","14161","7100","","","","266","336","","6605","5075","","326","","","325","5075","3998","2561","44","60","80","76","106"
"2019-12-09 00:00:00","6750","260","15266","13388","14614","89","335","5125","103.5","","","257","255","310","","282","5275","","","13679","","84","7850","","11525","13563","7600","308","","2375","3600","20750","138","4600","280","14638","7100","","","","285","337.5","","6605","5075","","328","","","333.5","5075","3998","2561","44","60","80","76","106"
"2019-12-16 00:00:00","6750","272","15468","13225","15274","94","339.5","5125","107.5","","","275","268","310","","295","5275","","","13801","","89","7850","","11525","13941","7600","315","","2375","3600","20750","136","4600","285","14791","7100","","","","297","339","","6605","5075","","332.5","","","335","5075","3998","2561","44","60","80","76","106"
"2019-12-23 00:00:00","6750","275","15532","13391","15385","93","342.5","5125","107.5","","","276","271","310","","297","5275","","","14168","","88","7850","","11525","14059","7600","320","","2375","3600","20750","136","4600","285","14749","7100","","","","299","347.5","","6605","5075","","335","","","335","5075","3998","2561","44","60","80","76","106"
"2019-12-30 00:00:00","6750","277","15842","13431","15907","91","342.5","5125","107.5","","","276","272","320","","297","5275","","","14352","","86","7850","","11525","14606","7600","320","","2375","3600","20750","136","4600","285","15224","7100","","","","301","347.5","","6605","5075","","337.5","","","335","4642","3477","2462","43","52","73","83","112"
"2020-01-06 00:00:00","6750","276","15907","13453","16047","92","342.5","5125","108.5","","","276","272","320","","299","5275","","","14417","","87","7850","","11525","14626","7600","320","","2750","3950","19050","140","4850","285","15438","7100","","","","301","347.5","","6605","5075","","340","","","335","4642","3477","2462","43","52","73","83","112"
"2020-01-13 00:00:00","6125","275","16361","14164","16626","94","338","4400","109.5","","","275","270","320","","299","4875","","","14506","","89","6450","","10650","15066","6975","320","","2750","3950","19050","147","4850","282.5","15620","6400","","","","299","351","","5920","4650","","340","","","332.5","4642","3477","2462","43","52","73","83","112"
"2020-01-20 00:00:00","6125","270","16475","14035","16876","95","338","4400","113","","","271","265","325","","299","4875","","","14711","","90","6450","","10650","15470","6975","328","","2750","3950","19050","152","4850","287.5","15893","6400","","","","295","357.5","","5920","4650","","349","","","330","4642","3477","2462","43","52","73","83","112"
"2020-01-27 00:00:00","6125","257","16693","13893","16845","94","337.5","4400","116","","","260","250","325","","289","4875","","","14916","","89","6450","","10650","15556","6975","322","","2750","3950","19050","152","4850","282.5","16421","6400","","","","280","364","","5920","4650","","346.5","","","327.5","4875","3766","2584","46","57","77","87","109.5"
"2020-02-03 00:00:00","6125","248","17038","13993","16833","84","322.5","4400","113","","","252","240","320","","285","4875","","","15438","","80","6450","","10650","15530","6975","322","","2750","3950","19050","152","4850","270","17040","6400","","","","270","347.5","","5920","4650","","343","","","320","4875","3766","2584","46","57","77","87","109.5"
"2020-02-10 00:00:00","6025","240","17340","14620","16684","82","320","4300","115","","","240","228","315","","270","4550","","","15862","","78","6175","","11200","15392","6875","310","","2750","3900","19050","150","5135","258","17561","6075","","","","260","340","","5720","4525","","331.5","","","315","4875","3766","2584","46","57","77","87","109.5"
"2020-02-17 00:00:00","6025","251","17062","14780","16908","86","320","4300","115","","","252","240","315","","260","4550","","","16058","","82","6175","","11200","15454","6875","310","","2750","3900","19050","154","5135","260","17637","6075","","","","272","332.5","","5720","4525","","338","","","320","4875","3766","2584","46","57","77","87","109.5"
"2020-02-24 00:00:00","6025","258","16714","14756","15983","90","337.5","4300","115","","","260","247","320","","275","4550","","","15539","","86","6175","","11200","14937","6875","330","","2750","3900","19050","158","5135","265","17536","6075","","","","280","344","","5720","4525","","346","","","335","4875","3766","2584","46","57","77","87","109.5"
"2020-03-02 00:00:00","6025","255","17056","14590","15608","88","341","4300","117","","","260","245","320","","275","4550","","","15349","","84","6175","","11200","15025","6875","330","","2750","3900","19050","161","5135","265","17115","6075","","","","278","335","","5720","4525","","348.5","","","337.5","5022","3796","2741","46","58","79","87","103.5"
"2020-03-09 00:00:00","6025","249","15306","14154","14832","90","340","4700","117","","","254","243","323","","270","4300","","","15082","","86","6350","","11825","14061","6575","341","","2650","3700","19300","162","4880","265","16936","5625","","","","273","335","","5580","4275","","354","","","342.5","5022","3796","2741","46","58","79","87","103.5"
"2020-03-16 00:00:00","6025","245","15441","14186","15153","90","338.5","4700","117","","","250","240","323","","265","4300","","","14217","","86","6350","","11825","13672","6575","335","","2650","3700","19300","160","4880","260","16367","5625","","","","270","345","","5580","4275","","350.5","","","337.5","5022","3796","2741","46","58","79","87","103.5"
"2020-03-23 00:00:00","6025","222","15189","13993","15266","90","327.5","4700","116","","","226","215","310","","257","4300","","","13986","","86","6350","","11825","13896","6575","305","","2650","3700","19300","163","4880","237.5","15754","5625","","","","245","333.5","","5580","4275","","347.5","","","325","5022","3796","2741","46","58","79","87","103.5"
"2020-03-30 00:00:00","6025","199","15112","13959","15124","85","307.5","4700","104.5","","","195","188","290","","240","4300","","","13846","","81","6350","","11825","13758","6575","297","","2650","3700","19300","156","4880","212.5","15563","5625","","","","215","326.5","","5580","4275","","317.5","","","302.5","4779","3562","2470","44","54","75","89.5","110.5"
"2020-04-06 00:00:00","6025","190","15119","13902","14716","83","292.5","4700","104.5","","","192","190","270","","233","4300","","","13533","","79","6350","","11825","13464","6575","280","","2715","4050","20100","144","5355","212.5","15516","5625","","","","210","305","","5580","4275","","292.5","","","280","4779","3562","2470","44","54","75","89.5","110.5"
"2020-04-13 00:00:00","6025","230","15003","13849","14683","83","292.5","4700","104.5","","","230","225","265","","233","4300","","","13867","","79","6350","","11975","13324","6575","285","","2405","4050","20100","135","5355","232.5","15812","5625","","","","245","301","","5580","4275","","297.5","","","280","4779","3562","2470","44","54","75","89.5","110.5"
"2020-04-20 00:00:00","6025","242","15407","13923","14833","85","297.5","4700","102.5","","","244","232","265","","250","4300","","","13981","","81","6350","","11975","13414","6575","290","","2405","4050","20100","135","5355","235","16073","5625","","","","256","302.5","","5580","4275","","297.5","","","297.5","4779","3562","2470","44","54","75","89.5","110.5"
"2020-04-27 00:00:00","6025","241","16149","14469","15546","84","302.5","4700","98.5","","","245","232","265","","250","4300","","","14608","","80","6350","","11975","14229","6575","283","","2405","4050","20100","126","5355","235","16684","5625","","","","255","298.5","","5580","4275","","290","","","295","5281","4072","2210","44","62","83","83.5","101"
"2020-05-04 00:00:00","6025","230","16327","14213","15853","83","305","4700","96.5","","","225","220","267","","250","4300","","","14859","","79","6350","","11975","14625","6575","286","","2405","4050","20100","114","5355","237.5","16986","5625","","","","240","299","","5580","4275","","301","","","282.5","5281","4072","2210","44","62","83","83.5","101"
"2020-05-11 00:00:00","6025","230","16247","14244","15923","85","301","4500","101.5","","","232","220","285","","250","4150","","","14831","","81","6350","","11475","14627","6575","288","","2402.5","4075","20100","110","5725","247.5","17013","5625","","","","242","305","","5530","4275","","305","","","300","5281","4072","2210","44","62","83","83.5","101"
"2020-05-18 00:00:00","6025","235","16133","14045","15705","91","301","4500","103.5","","","240","225","290","","255","4150","","","14370","","86.5","6350","","11475","14370","6575","290","","2402.5","4075","20100","116","5725","251.5","16514","5625","","","","250","312","","5530","4275","","305","","","307.5","5281","4072","2210","44","62","83","83.5","101"
"2020-05-25 00:00:00","6025","235","14983","13994","14946","97","307.5","4500","109","","","240","220","295","","252","4150","","","13578","","92.5","6350","","11475","13642","6575","295","","2402.5","4075","20100","118","5725","256.5","15486","5625","","","","250","321.5","","5530","4275","","307.5","","","307.5","5281","4072","2210","44","62","83","83.5","101"
"2020-06-01 00:00:00","6025","238","14834","13739","14631","97","306","4500","110","","","241","225","295","","255","4150","","","13058","","92.5","6350","","11475","13257","6575","296","","2402.5","4075","20100","111","5725","262.5","14911","5625","","","","253","318.5","","5530","4275","","312","","","302.5","5645","4206","2399","44","63","89","96","113"
"2020-06-08 00:00:00","6025","243","14309","13629","14467","101","305","4500","111.5","","","247","230","295","","260","4150","","","12702","","96","6350","","9625","13091","6575","307","","2880","4025","20100","108","5695","267.5","14185","5625","","","","258","332.5","","5530","4275","","313.5","","","302.5","5645","4206","2399","44","63","89","96","113"
"2020-06-15 00:00:00","6025","250","14363","13702","14523","105","312","4500","111.5","","","253","236","300","","270","4150","","","12777","","98","6350","","9625","13162","6575","305","","2880","4025","20100","109","5695","267.5","13844","5625","","","","265","344.5","","5530","4275","","320","","","307.5","5645","4206","2399","44","63","89","96","113"
"2020-06-22 00:00:00","6025","245","15019","13394","14771","104","312.5","4500","108.5","","","250","235","313","","281","4150","","","13367","","96","6350","","9625","13613","6575","318","","2880","4025","20100","111","5695","262.5","13687","5625","","","","264","345","","5530","4275","","322.5","","","310","5645","4206","2399","44","63","89","96","113"
"2020-06-29 00:00:00","6025","237","15611","13549","15210","104","312.5","4500","106.5","","","244","230","313","","265","4150","","","13917","","96","6350","","9625","14018","6575","315","","2880","4025","20100","115","5695","260","14474","5625","","","","257","341","","5530","4275","","323.5","","","310","5566","4012","2304","42","61","88","98.5","117.5"
"2020-07-06 00:00:00","4700","235","16135","13680","15502","101","319","4000","106.5","","","244","230","305","","257","3225","","","14252","","92","5000","","8550","14232","5725","310","","2600","4580","20250","116","6240","260","14956","4750","","","","255","341","","4610","3850","","321","","","320","5566","4012","2304","42","61","88","98.5","117.5"
"2020-07-13 00:00:00","4700","233","16093","13891","15694","105","322.5","4000","108","","","241","230","313","","257","3225","","","14385","","95","5000","","8550","14462","5725","317","","2600","4580","20250","116","6240","262.5","15346","4750","","","","255","344.5","","4610","3850","","325","","","320","5566","4012","2304","42","61","88","98.5","117.5"
"2020-07-20 00:00:00","4700","236","16450","14243","15809","112","325","4000","109","","","239","235","320","","257","3225","","","14749","","99.5","5000","","8550","14664","5725","323","","2600","4580","20250","110","6240","267.5","16007","4750","","","","259","355.5","","4610","3850","","327.5","","","325","5566","4012","2304","42","61","88","98.5","117.5"
"2020-07-27 00:00:00","4700","245","16575","14357","16100","110","327.5","4000","108","","","248","245","320","","267","3225","","","15036","","97.5","5000","","8550","14979","5725","323","","2600","4580","20250","111","6240","272.5","16443","4750","","","","269","356","","4610","3850","","327.5","","","331","6256","4645","2577","46","70","98","100.5","120"
"2020-08-03 00:00:00","4700","255","17052","14364","16548","110","332.5","4000","109","","","256","252","320","","273","3225","","","15399","","97.5","5000","","8550","15362","5725","325","","2600","4580","20250","111","6240","275","16775","4750","","","","277","355","","4610","3850","","330","","","332.5","6256","4645","2577","46","70","98","100.5","120"
"2020-08-10 00:00:00","4700","264","17468","14462","16807","119","345.5","4000","112.5","","","263","257","337","","278","3225","","","15815","","105.5","5000","","8700","15826","5725","335","","2765","4825","20250","107","6575","285","17173","4750","","","","283","370","","4610","3850","","335","","","345","6256","4645","2577","46","70","98","100.5","120"
"2020-08-17 00:00:00","4700","266","17434","14797","17205","122","347.5","4000","112.5","","","264","259","340","","293","3225","","","16070","","108.5","5000","","8700","16267","5725","342","","2765","4825","20250","106","6575","287.5","17596","4750","","","","285","376.5","","4610","3850","","335","","","347.5","6256","4645","2577","46","70","98","100.5","120"
"2020-08-24 00:00:00","4700","261","17836","15637","17550","127","347.5","4000","117","","","263","253","340","","305","3225","","","16335","","113.5","5000","","8700","16626","5725","342","","2765","4825","20250","106","6575","285","17907","4750","","","","282","374","","4610","3850","","337.5","","","347.5","6256","4645","2577","46","70","98","100.5","120"
"2020-08-31 00:00:00","4700","265","17989","15744","17534","123","347.5","4000","116","","","267","260","340","","308","3225","","","16380","","111","5000","","8700","16583","5725","345","","2765","4825","20250","107","6575","285","18075","4750","","","","288","377","","4610","3850","","359","","","348.5","6418","4936","2651","47","75","103","107.5","136.5"
"2020-09-07 00:00:00","4700","275","17983","16233","17520","127","361","4000","121.5","","","278","270","350","","310","3225","","","16554","","114.5","5000","","9550","16595","5725","354","","3060","6050","20550","108","7570","292.5","18417","4750","","","","298","386.5","","4610","3850","","365","","","355","6418","4936","2651","47","75","103","107.5","136.5"
"2020-09-14 00:00:00","4700","280","18039","16547","17869","128","367.5","4000","127.5","","","282","276","365","","314","3225","","","17172","","114.5","5000","","9550","16887","5725","360","","3060","6950","20550","113","7570","297.5","18961","4750","","","","301","392.5","","4610","3850","","375","","","362.5","6418","4936","2651","47","75","103","107.5","136.5"
"2020-09-21 00:00:00","4700","273","19027","16672","18270","126","375","4000","129.5","","","282","273","365","","314","3225","","","17817","","112.5","5000","","9550","17320","5725","369","","3060","5625","20550","125","7570","295","19405","4750","","","","296","391","","4610","3850","","387.5","","","362.5","6418","4936","2651","47","75","103","107.5","136.5"
"2020-09-28 00:00:00","4700","272","19507","17257","18706","117","371","4000","120.5","","","283","273","360","","305","3225","","","18220","","103.5","5000","","9550","17687","5725","363","","2980","5625","20550","135","7570","295","19591","4750","","","","295","384.5","","4610","3850","","383.5","","","362.5","7441","6257","2888","50","97","119","114.5","139.5"
"2020-10-05 00:00:00","4850","265","19744","17768","18923","121","372","4000","123.5","","","275","266","350","","305","3225","","","18492","","107.5","5300","","9550","17962","5725","348","","3390","6150","22350","138","8445","287.5","19934","4750","","","","290","383","","4680","3850","","370","","","367.5","7441","6257","2888","50","97","119","114.5","139.5"
"2020-10-12 00:00:00","4850","260","19928","17982","19099","124","372","4000","126","","","265","260","353","","302","3225","","","18681","","110.5","5300","","9550","18201","5725","355","","3390","6150","22350","135","8445","282.5","20070","4750","","","","285","385","","4680","3850","","367.5","","","367.5","7441","6257","2888","50","97","119","114.5","139.5"
"2020-10-19 00:00:00","4850","260","19716","17973","19062","121","370","4000","124","","","266","260","353","","301","3225","","","18466","","106","5300","","9550","18148","5725","355","","3390","6150","22350","123","8445","272.5","20070","4750","","","","286","386.5","","4680","3850","","369.5","","","367.5","7441","6257","2888","50","97","119","114.5","139.5"
"2020-10-26 00:00:00","4850","264","19708","18031","18857","119","370","4000","126","","","270","262","353","","301","3225","","","18526","","103.5","5300","","9550","18044","5725","359","","3390","6150","22350","112","8445","277.5","20063","4750","","","","290","387.5","","4680","3850","","375","","","370","8225","6210","3330","56","94","131","111","136.5"
"2020-11-02 00:00:00","4850","265","19823","18089","18906","116","370","4000","125","","","272","264","353","","303","3225","","","18742","","100.5","5300","","9550","18080","5725","359","","3390","6150","22350","111","8445","277.5","20215","4750","","","","292","388.5","","4680","3850","","375","","","370","8225","6210","3330","56","94","131","111","136.5"
"2020-11-09 00:00:00","4850","269","20125","18438","19351","118","372.5","4050","128","","","277","266","360","","308","3225","","","19029","","102.5","5300","","9550","18508","5725","370","","3445","6650","23100","115","8445","280","20562","4750","","","","296","400","","4680","3850","","378.5","","","377.5","8225","6210","3330","56","94","131","111","136.5"
"2020-11-16 00:00:00","4850","281","20199","18723","19672","123","385","4050","132","","","291","280","375","","325","3225","","","19116","","107.5","5300","","9550","18760","5725","379","","3445","6650","23100","116","8445","282.5","20650","4750","","","","310","406","","4680","3850","","392.5","","","393.5","8225","6210","3330","56","94","131","111","136.5"
"2020-11-23 00:00:00","4850","303","20488","19062","20073","127","408.5","4050","135","","","310","300","395","","335","3225","","","19331","","111.5","5300","","9550","19154","5725","405","","3445","6650","23100","114","8445","292.5","20966","4750","","","","330","418.5","","4680","3850","","430","","","412.5","8225","6210","3330","56","94","131","111","136.5"
"2020-11-30 00:00:00","4850","322","21016","18927","20698","129","430","4050","137","","","320","315","430","","340","3225","","","19632","","113.5","5300","","9550","19729","5725","435","","3445","6650","23100","118","8445","312.5","21348","4750","","","","350","435","","4680","3850","","453.5","","","464","8184","6382","3442","57","95","130","117","145.5"
"2020-12-07 00:00:00","4850","330","21464","19187","21376","137","474","4050","147","","","340","320","440","","380","3225","","","20299","","121.5","5300","","9550","20457","5725","470","","3440","6635","24600","121","8450","327.5","21786","4750","","","","360","435","","4680","3850","","460","","","481","8184","6382","3442","57","95","130","117","145.5"
"2020-12-14 00:00:00","4850","372","22924","19772","22459","153","490","4050","157","","","380","365","485","","390","3225","","","21377","","137.5","5300","","9550","21690","5725","490","","3440","6635","24600","122","8450","357.5","22629","4750","","","","400","440","","4680","3850","","482.5","","","506","8184","6382","3442","57","95","130","117","145.5"
"2020-12-21 00:00:00","4850","415","24467","20725","23828","158","500","4050","163","","","418","405","505","","455","3225","","","22925","","142.5","5300","","9550","23142","5725","515","","3440","6635","24600","123","8450","387.5","23676","4750","","","","440","445","","4680","3850","","517.5","","","527.5","8184","6382","3442","57","95","130","117","145.5"
"2020-12-28 00:00:00","4850","442","26167","22224","26123","168","510","4050","184","","","447","433","535","","475","3225","","","24565","","152.5","5300","","9550","25395","5725","540","","3440","6635","24600","126","8450","407.5","25382","4750","","","","470","455","","4680","3850","","555","","","562.5","8216","6236","3432","56","94","131","148.5","175"
"2021-01-04 00:00:00","4850","450","27485","23365","27402","161","522.5","4050","181","","","454","440","535","","475","3225","","","26082","","145.5","5300","","9550","26802","5725","540","","3440","6635","24600","129","8450","412.5","27156","4750","","","","477","460","","4680","3850","","555","","","562.5","8216","6236","3432","56","94","131","148.5","175"
"2021-01-11 00:00:00","5050","455","27884","23572","28007","168","545","4350","190","","","457","443","550","","480","3425","","","26461","","152.5","6850","","11350","27134","6325","555","","4025","8100","32375","131","9885","412.5","27967","6250","","","","480","505","","5370","4100","","572.5","","","567.5","8216","6236","3432","56","94","131","148.5","175"
"2021-01-18 00:00:00","5050","440","27893","24195","28134","171","545","4350","194","","","445","428","550","","480","3425","","","26348","","155.5","6850","","11350","27297","6325","555","","4025","8100","32375","138","9885","402.5","27545","6250","","","","465","512.5","","5370","4100","","572.5","","","562.5","8216","6236","3432","56","94","131","148.5","175"
"2021-01-25 00:00:00","5050","410","28573","25479","28415","170","535","4350","196","","","414","403","520","","455","3425","","","27178","","154.5","6850","","11350","27647","6325","525","","4025","8100","32375","151","9885","382.5","27983","6250","","","","440","512.5","","5370","4100","","540","","","545","8216","6236","3432","56","94","131","148.5","175"
"2021-02-01 00:00:00","5050","380","28416","25579","28503","163","520","4350","192","","","392","380","490","","417","3425","","","27494","","147.5","6850","","11350","27662","6325","505","","4025","8100","32375","171","9885","367.5","28246","6250","","","","415","505","","5370","4100","","520","","","515","9443","7682","4008","64","118","151","166","189"
"2021-02-08 00:00:00","7000","366","28187","25285","28002","154","510","5950","183","","","370","363","480","","397","5150","","","27253","","138.5","7950","","14500","27102","8375","495","","6600","9585","29875","172","11515","367.5","28177","8000","","","","398","505","","7000","4900","","517.5","","","505","9443","7682","4008","64","118","151","166","189"
"2021-02-15 00:00:00","7000","375","26751","24914","26993","164","522.5","5950","189","","","375","370","485","","415","5150","","","26000","","148.5","7950","","14500","25834","8375","500","","6600","9585","29875","165","11515","382.5","27643","8000","","","","407","485","","7000","4900","","520","","","527.5","9443","7682","4008","64","118","151","166","189"
"2021-02-22 00:00:00","7000","387","25897","24774","25779","170","530","5950","190","","","388","380","500","","440","5150","","","25440","","154.5","7950","","14500","24638","8375","520","","6600","9585","29875","159","11515","397.5","27158","8000","","","","418","485","","7000","4900","","520","","","545","9443","7682","4008","64","118","151","166","189"
"2021-03-01 00:00:00","7000","415","26494","24850","25524","174","544","5950","195","","","417","410","510","","445","5150","","","25314","","162.5","7950","","14500","24653","8375","525","","6600","9585","29875","154","11515","422.5","27240","8000","","","","445","525","","7000","4900","","542.5","","","556.5","11218","9905","6679","93","152","179","167","191.5"
"2021-03-08 00:00:00","8250","425","26694","25336","26096","176","570","6600","201","","","425","422","520","","460","5700","","","26011","","164.5","8450","","19500","25029","8475","546","","4075","9425","30875","148","11575","437.5","27254","7800","","","","460","555","","7440","5900","","562.5","","","569","11218","9905","6679","93","152","179","167","191.5"
"2021-03-15 00:00:00","8250","405","26961","26291","26877","168","557.5","6600","194","","","412","407","530","","460","5700","","","26177","","156.5","8450","","19500","25843","8475","546","","4075","9425","30875","142","11575","432.5","27738","7800","","","","445","555","","7440","5900","","560","","","560","11218","9905","6679","93","152","179","167","191.5"
"2021-03-22 00:00:00","8250","390","27526","26498","27680","164","559","6600","190.5","","","400","390","530","","434","5700","","","26624","","152.5","8450","","19500","26670","8475","545","","4075","9425","30875","138","11575","427.5","28137","7800","","","","427","542.5","","7440","5900","","557.5","","","567.5","11218","9905","6679","93","152","179","167","191.5"
"2021-03-29 00:00:00","8250","382","28225","27172","28656","160","555","6600","190.5","","","393","380","530","","438","5700","","","27371","","148.5","8450","","19500","27585","8475","545","","4075","9425","30875","136","11575","425","28832","7800","","","","417","547.5","","7440","5900","","557.5","","","565","11388","9677","4524","71","147","182","169","195"
"2021-04-05 00:00:00","8600","393","28804","27524","28998","167","556","7150","201.5","","","400","390","510","","442","6250","","","27728","","155.5","9500","","21850","27967","8475","545","","4550","10375","37600","138","12825","425","29311","7800","","","","428","547.5","","7870","6650","","549","","","563.5","11388","9677","4524","71","147","182","169","195"
"2021-04-12 00:00:00","8600","398","28948","27737","28730","171","558.5","7150","205.5","","","407","392","520","","455","6250","","","27676","","159.5","9500","","21850","27727","8475","550","","4550","10375","37600","138","12825","427.5","29418","7800","","","","431","547.5","","7870","6650","","567.5","","","562.5","11388","9677","4524","71","147","182","169","195"
"2021-04-19 00:00:00","8600","395","28798","27700","28318","175","570","7150","210","","","405","388","540","","460","6250","","","27420","","158.5","9500","","21850","27434","8475","550","","4550","10375","37600","138","12825","427.5","29405","7800","","","","428","547.5","","7870","6650","","572.5","","","563","11388","9677","4524","71","147","182","169","195"
"2021-04-26 00:00:00","8600","395","28571","27709","27879","185","574","7150","219","","","407","388","540","","456","6250","","","27481","","160","9500","","21850","26981","8475","565","","4550","10375","37600","138","12825","431.5","29309","7800","","","","425","547.5","","7870","6650","","572.5","","","580","12736","10537","4439","70","160","205","183.5","222.5"
"2021-05-03 00:00:00","8600","405","28138","27722","27484","191","581","7150","228","","","415","400","560","","466","6250","","","27325","","166","9500","","21850","26450","8475","580","","4550","10375","37600","138","12825","440","29031","7800","","","","438","572.5","","7870","6650","","577.5","","","590","12736","10537","4439","70","160","205","183.5","222.5"
"2021-05-10 00:00:00","8600","437","27905","27700","27155","197","607.5","7150","233","","","445","432","590","","471","6250","","","27092","","172","9500","","22250","26104","8475","600","","4675","10050","37600","140","14025","462.5","28821","7800","","","","470","595","","7870","6650","","617.5","","","613.5","12736","10537","4439","70","160","205","183.5","222.5"
"2021-05-17 00:00:00","8600","471","27865","27883","27257","225","672.5","7150","256","","","480","467","630","","525","6250","","","27165","","200","9500","","22250","26160","8475","660","","4675","10050","37600","149","14025","497.5","29010","7800","","","","503","652.5","","7870","6650","","655","","","665","12736","10537","4439","70","160","205","183.5","222.5"
